tag,category,count,insert_mode
"kalluto zoldyck, hunter x hunter, 1boy, 1girl, mole under mouth, purple eyes, black eyes, black hair, short hair, bob cut, blunt bangs, black kimono, black kimono, long sleeves, blunt ends, obi",4,118,phrase
"kalpas (honkai impact), honkai (series), 1boy, short hair, white hair, grey hair, mask",4,156,phrase
"kama (beast iii/l) (fate), fate/grand order, 1girl, gradient skin, red eyes, white hair, long hair, colored inner hair, very long hair, two-tone hair, hair ribbon, large breasts, cleavage, navel, bikini armor, revealing clothes, halo, metal collar, earrings, body markings, thighlet",4,116,phrase
"kama (chocolate heaven) (fate), fate/grand order, 1girl, red eyes, hair between eyes, long hair, white hair, grey hair, hair ribbon, large breasts, cleavage, thighs, navel, collarbone, hooded cloak, pink bikini, white thighhighs, bare shoulders, pink ribbon, horned hood, hood up, earrings, necklace, bracelet, ring, armlet",4,91,phrase
"kama (dream portrait) (fate), fate/grand order, 1girl, red eyes, white hair, short hair, twin braids, hair ribbon, small breasts, animal feet, multicolored clothes, multicolored sweater, paw gloves, purple scarf, sweater, long sleeves, animal costume, badge, animal costume",4,37,phrase
"kama (fate), fate (series), 1girl, red eyes, white hair, long hair, grey hair, short hair, hair ribbon, large breasts, small breasts, thighs, navel, bare shoulders, earrings",4,3441,phrase
"kama (first ascension) (fate), fate/grand order, 1girl, red eyes, hair between eyes, short hair, white hair, grey hair, hair ribbon, small breasts, thighs, purple dress, bare shoulders, detached sleeves, purple sleeves, earrings, ring",4,717,phrase
"kama (mistake) (fate), fate/grand order, 1girl, maid headdress, red eyes, white hair, short hair, hair ribbon, small breasts, collarbone, black dress, waist apron, white apron, puffy short sleeves, neck ribbon, frilled collar, double-breasted",4,58,phrase
"kama (second ascension) (fate), fate/grand order, 1girl, red eyes, long hair, white hair, grey hair, hair ribbon, large breasts, thighs, purple dress, bikini armor, detached sleeves, purple sleeves, metal collar, bare shoulders, pelvic curtain, earrings, ring, armlet, thighlet",4,429,phrase
"kama (swimsuit avenger) (fate), fate (series), 1girl, red eyes, long hair, white hair, two-tone hair, blue hair, grey hair, hair ribbon, hair flower, large breasts, thighs, navel, green bikini, bare shoulders, bracelet, star earrings, body markings",4,740,phrase
"kama (swimsuit avenger) (first ascension) (fate), fate/grand order, 1girl, red eyes, short hair, white hair, grey hair, hair ribbon, small breasts, thighs, navel, collarbone, green bikini, rainbow skirt, bare shoulders, swim ring, head wreath, flower wreath, miniskirt, innertube",4,177,phrase
"kama (swimsuit avenger) (second ascension) (fate), fate/grand order, 1girl, red eyes, long hair, white hair, grey hair, braided ponytail, hair flower, hair ribbon, large breasts, cleavage, thighs, navel, collarbone, green bikini, green vest, hooded vest, bare shoulders, frills, earrings, necklace, bracelet, pendant, armlet",4,176,phrase
"kama (swimsuit avenger) (third ascension) (fate), fate (series), 1girl, red eyes, long hair, two-tone hair, blue hair, white hair, grey hair, hair flower, hair ribbon, large breasts, thighs, navel, revealing clothes, bare shoulders, star earrings, bracelet, body markings",4,328,phrase
"kama (third ascension) (fate), fate (series), 1girl, gradient skin, blue skin, red eyes, long hair, white hair, blue hair, two-tone hair, colored inner hair, grey hair, hair ribbon, large breasts, cleavage, thighs, navel, bikini armor, metal collar, earrings, body markings, thighlet, armlet",4,383,phrase
"kama (tour outfit) (fate), fate/grand order, 1girl, red eyes, glasses, long hair, white hair, grey hair, low twintails, hair ribbon, large breasts, cleavage, thighs, navel, collarbone, baseball cap, purple jacket, black headwear, black shorts, hooded jacket, short shorts, choker, long sleeves, bare shoulders, black camisole, midriff, black hat",4,69,phrase
"kamaboko (milky holmes), tantei opera milky holmes, 1girl, blue eyes, pink hair, hair rings, hat, pink bow, cat, animal",4,39,phrase
"kamado (pokemon), pokemon, 1boy, mature male, mustache, beard, black eyes, thick eyebrows, short hair, black hair, leg hair, navel hair, brown hair, thick thighs, navel, sweat, black kimono, fur-trimmed jacket, black kimono, bara, muscular male, sideburns, abs, large pectorals, fundoshi",4,79,phrase
"kamado nezuko, kimetsu no yaiba, 1girl, pink eyes, black hair, very long hair, gradient hair, brown hair, two-tone hair, long hair, hair ribbon, pink kimono, pink kimono, pink ribbon, long sleeves, forehead, haori, obi, checkered sash, haori",4,2896,phrase
"kamado tanjirou, kimetsu no yaiba, 1boy, demon slayer uniform, demon slayer uniform, red eyes, short hair, brown hair, red hair, scar on forehead, long sleeves, earrings, haori, haori",4,1614,phrase
"kamakura shio, hamidashi creative, 1girl, red eyes, hair between eyes, black hair, very long hair, long hair, red hairband, french braid, large breasts, thighs",4,60,phrase
"kamakurako, yume nikki",4,35,phrase
"kamala khan, marvel, 1girl, dark-skinned female, brown eyes, brown hair, long hair, black hair, medium breasts, domino mask, red scarf, superhero costume, superhero costume",4,77,phrase
"kamazuki suzuno, hataraku maou-sama!, 1girl, blue eyes, long hair, blue hair, black hair, side ponytail, hair ornament, kimono, kimono",4,117,phrase
"kamek, mario (series)",4,117,phrase
"kamekichi, touken ranbu",4,142,phrase
"kamen america, kamen america (comic), 1girl, blue eyes, eye mask, blonde hair, long hair, ahoge, large breasts, cleavage, cleavage cutout, thigh boots, fingerless gloves, elbow gloves, bare shoulders, star earrings, superhero costume, superhero costume",4,87,phrase
"kamen rider 1, kamen rider, 1boy, red eyes, glowing eyes, armor, red scarf, helmet, belt, antennae, tokusatsu, tokusatsu",4,262,phrase
"kamen rider 1 (shin), shin kamen rider, 1boy, glowing eyes, red eyes, compound eyes, armor, red scarf, helmet, armor, gloves, green armor, black coat, long coat, belt, rider belt, tokusatsu, antennae, grasshopper, tokusatsu",4,101,phrase
"kamen rider 2, kamen rider, 1boy, red eyes, armor, scarf, armor, belt, rider belt, antennae, grasshopper, tokusatsu",4,102,phrase
"kamen rider accel, kamen rider, 1boy, armor, belt, sword",4,80,phrase
"kamen rider agito, kamen rider, 1boy, horns, red eyes, armor, helmet, belt, tokusatsu, tokusatsu",4,173,phrase
"kamen rider amazon, kamen rider, 1boy, monster, red eyes, scarf, belt, claws",4,92,phrase
"kamen rider amazon alpha, kamen rider, 1boy, monster, red skin, single horn, horns, sharp teeth, compound eyes, green eyes, glowing eyes, armor, helmet, armor, belt, rider belt, claws, fins, tokusatsu, arm blade",4,36,phrase
"kamen rider amazon omega, kamen rider, no humans, 1boy, monster, single horn, sharp teeth, red eyes, compound eyes, glowing eyes, armor, armor, helmet, rider belt, belt, claws, fins, tokusatsu, arm blade",4,32,phrase
"kamen rider birth, kamen rider, rider-tan, rider-tan, helmet, belt",4,34,phrase
"kamen rider black, kamen rider, 1boy, red eyes, glowing eyes, armor, belt, antennae",4,140,phrase
"kamen rider black rx, kamen rider, 1boy, red eyes, belt, energy sword, antennae",4,119,phrase
"kamen rider blade, kamen rider, 1boy, red eyes, full armor, belt, tokusatsu, tokusatsu",4,217,phrase
"kamen rider blade (king form), kamen rider, 1boy, red eyes, gold armor, full armor, gold armor, full armor, helmet, belt, tokusatsu, tokusatsu",4,38,phrase
"kamen rider brave, kamen rider, 1boy, yellow eyes, red eyes, blue hair, armor, armor, helmet, belt, tokusatsu",4,37,phrase
"kamen rider buffa, kamen rider, 1boy, horns, glowing eyes, yellow eyes, purple hair, long hair, red hair, gradient hair, armor, black bodysuit, black gloves, armor, boots, purple scarf, black footwear, shoulder spikes, claw (weapon), tokusatsu, bull, zombie, single mechanical hand, chainsaw, tokusatsu",4,72,phrase
"kamen rider build, kamen rider, 1boy, heterochromia, blue eyes, red eyes, compound eyes, shoulder armor, rider belt, tokusatsu, tokusatsu",4,195,phrase
"kamen rider chalice, kamen rider, 1boy, belt, bow (weapon), antennae",4,60,phrase
"kamen rider chaser, kamen rider",4,30,phrase
"kamen rider cross-z, kamen rider, 1boy, glowing eyes, blue eyes, armor, armor, rider belt, belt, tokusatsu, dragon, tokusatsu",4,69,phrase
"kamen rider decade, kamen rider, belt",4,331,phrase
"kamen rider delta, kamen rider, 1boy, armor, helmet, belt, tokusatsu",4,35,phrase
"kamen rider demons, kamen rider, 1boy, horns, blue eyes, glowing eyes, extra eyes, asymmetrical armor, armor, black armor, armor, blue armor, red armor, helmet, tokusatsu, tentacles, tokusatsu, spider web",4,80,phrase
"kamen rider den-o, kamen rider, 1boy, belt",4,174,phrase
"kamen rider diend, kamen rider, 1boy, belt, gun",4,56,phrase
"kamen rider double, kamen rider, 1boy, red eyes, belt, antennae",4,325,phrase
"kamen rider drive, kamen rider, 1boy, armor, armor, helmet, belt, tokusatsu, tire",4,125,phrase
"kamen rider eternal, kamen rider, 1boy, yellow eyes, armor, cape, belt, antennae",4,39,phrase
"kamen rider evil, kamen rider, 1boy, demon boy, demon, single horn, aqua eyes, glowing eyes, blue eyes, black armor, gloves, rider belt, sword, bat (animal), tokusatsu, tokusatsu, driver (kamen rider)",4,66,phrase
"kamen rider evol, kamen rider, 1boy, horns, red eyes, pink eyes, glowing eyes, gold armor, full armor, helmet, shoulder armor, black bodysuit, white armor, blue armor, gold armor, shoulder spikes, rider belt, tokusatsu, alien, tokusatsu",4,69,phrase
"kamen rider ex-aid, kamen rider, 1boy, armor, armor, belt, tokusatsu, tokusatsu",4,109,phrase
"kamen rider faiz, kamen rider, 1boy, glowing eyes, yellow eyes, armor, helmet, belt, rider belt, tokusatsu, tokusatsu",4,241,phrase
"kamen rider fourze, kamen rider, belt",4,204,phrase
"kamen rider gaim, kamen rider, 1boy, armor, armor, helmet, mask, belt, tokusatsu, tokusatsu",4,161,phrase
"kamen rider garren, kamen rider, 1girl, long hair, armor, mask, belt",4,82,phrase
"kamen rider gatack, kamen rider",4,32,phrase
"kamen rider gavv, kamen rider",4,33,phrase
"kamen rider geats, kamen rider, 1boy, fox ears, glowing eyes, yellow eyes, orange eyes, armor, fox mask, white armor, black bodysuit, shoulder armor, armor, tokusatsu, kitsune, fox, tokusatsu",4,192,phrase
"kamen rider geats ix, kamen rider, 1boy, fox ears, yellow eyes, glowing eyes, armor, fox mask, armor, white armor, helmet, cape, tokusatsu, kitsune, fox, tokusatsu, driver (kamen rider)",4,41,phrase
"kamen rider geiz, kamen rider, 1boy, horns, yellow eyes, armor, gold armor, red bodysuit, shoulder armor, black gloves, rider belt, belt, tokusatsu, tokusatsu",4,40,phrase
"kamen rider genm, kamen rider, 1boy, heterochromia, red eyes, blue eyes, spiked hair, black hair, white hair, armor, black bodysuit, armor, white armor, shoulder spikes, rider belt, zombie, tokusatsu, tokusatsu",4,75,phrase
"kamen rider ghost, kamen rider, 1boy, single horn, armor, mask, belt, rider belt, tokusatsu",4,128,phrase
"kamen rider gills, kamen rider, 1boy, horns, red eyes, glowing eyes, armor, armor, belt, tokusatsu, tokusatsu",4,30,phrase
"kamen rider gotchard, kamen rider, 1boy, orange eyes, glowing eyes, yellow eyes, goggles on head, armor, armor, blue armor, white gloves, white scarf, black bodysuit, rider belt, tokusatsu, tokusatsu, driver (kamen rider)",4,123,phrase
"kamen rider hibiki, kamen rider, 1boy, oni, horns, belt",4,182,phrase
"kamen rider ixa, kamen rider, 1boy, armor, armor, belt",4,53,phrase
"kamen rider jeanne, kamen rider",4,33,phrase
"kamen rider joker, kamen rider, 1boy, belt, antennae",4,34,phrase
"kamen rider kabuto, kamen rider, 1boy, single horn, armor, helmet, belt",4,185,phrase
"kamen rider kaixa, kamen rider, 1boy, armor, belt",4,107,phrase
"kamen rider kick hopper, kamen rider, 1girl, short hair, long hair, mask, belt",4,48,phrase
"kamen rider kiva, kamen rider, 1boy, full armor, belt, tokusatsu",4,200,phrase
"kamen rider knight, kamen rider, 1boy, helmet, belt, sword, knight",4,48,phrase
"kamen rider kuuga, kamen rider, 1boy, horns, red eyes, armor, belt, tokusatsu",4,336,phrase
"kamen rider kuuga (ultimate form), kamen rider, 1boy, horns, gold horns, red eyes, compound eyes, armor, helmet, black armor, belt, rider belt, tokusatsu, tokusatsu",4,84,phrase
"kamen rider leangle, kamen rider",4,46,phrase
"kamen rider live, kamen rider, 1boy, angel wings, angel wings, horns, blue eyes, white armor, shoulder armor, helmet, blue armor, belt, white wings, feathered wings, white wings, feathered wings, tokusatsu, bat (animal), tokusatsu",4,51,phrase
"kamen rider mach, kamen rider",4,43,phrase
"kamen rider meteor, kamen rider, 1boy, red eyes, compound eyes, armor, belt",4,51,phrase
"kamen rider na-go, kamen rider, 1girl, cable tail, cat ears, orange eyes, glowing eyes, yellow eyes, medium breasts, wide hips, power armor, armor, black bodysuit, power armor, armor, black gloves, helmet, blue armor, shoulder armor, rider belt, tokusatsu, tokusatsu",4,37,phrase
"kamen rider ooo, kamen rider, 1boy, belt",4,302,phrase
"kamen rider ooo (burakawani combo), kamen_rider, 1girl",4,12,phrase
"kamen rider ooo (gatakiriba combo), kamen_rider, 1girl, weapon, sword, red_eyes, navel, green_hair, reverse_grip, o_scanner, holding_sword, ooo_driver, core_medal, rider-tan, o_medal, holding_weapon, rider_belt, holding, 1boy, solo, green_eyes",4,30,phrase
"kamen rider ooo (ratoratah combo), kamen_rider, belt, claws, 1girl, solo, 1boy, rider-tan, toridevendor, weapon, motor_vehicle, motorcycle, o_medal, blonde_hair, yellow_eyes, compound_eyes, sword",4,33,phrase
"kamen rider ooo (sagohzo combo), kamen_rider, power_fist, 1girl, solo, long_hair, belt, parody, red_eyes, dress, grey_eyes, rider-tan, o_medal, 1boy, clenched_hands, medal, compound_eyes, rider_belt, o_scanner",4,24,phrase
"kamen rider ooo (shauta combo), kamen_rider, 1girl, solo, whip, belt, breasts, o_medal, o_scanner, rider-tan, thighhighs, blue_eyes, blue_hair, 1boy, octopus, orca, cleavage, eel, rider_belt",4,31,phrase
"kamen rider ooo (tajador combo), kamen_rider, solo, wings, 1girl, 1boy, red_eyes, taja_spinner, belt, multiple_wings, fire, glowing, glowing_eyes, rider-tan, o_medal, black_hair, parody, long_hair, feathers, skirt",4,79,phrase
"kamen rider ooo (tatoba combo), kamen_rider, solo, 1girl, hair_ornament, boots, skirt, crossover, dress, pink_hair, green_eyes, 1boy",4,65,phrase
"kamen rider ouja, kamen rider, 1boy, armor, armor, helmet, belt, tokusatsu",4,60,phrase
"kamen rider revi, kamen rider, 1boy, demon boy, sharp teeth, horns, red eyes, glowing eyes, blue eyes, armor, pink armor, armor, helmet, bodysuit, rider belt, tokusatsu, tyrannosaurus rex, tokusatsu",4,241,phrase
"kamen rider ryuga, kamen rider",4,32,phrase
"kamen rider ryuki, kamen rider, 1boy, red eyes, armor, belt, tokusatsu",4,198,phrase
"kamen rider saber, kamen rider, 1boy, dragon horns, single horn, glowing eyes, blue eyes, black hair, short hair, armor, asymmetrical armor, belt, tokusatsu, knight, dragon, dragon boy, tokusatsu, knight",4,87,phrase
"kamen rider shin, kamen rider",4,31,phrase
"kamen rider skull, kamen rider, 1boy, armor, scarf, belt, tokusatsu, fedora",4,43,phrase
"kamen rider stronger, kamen rider, 1boy, single horn, armor, gloves, scarf, helmet, belt, tokusatsu, tokusatsu",4,58,phrase
"kamen rider super-1, kamen rider, 1boy, red eyes, glowing eyes, armor, grey armor, gloves, armor, mask, helmet, belt, antennae, tokusatsu, tokusatsu",4,51,phrase
"kamen rider tycoon, kamen rider, 1boy, raccoon ears, red eyes, glowing eyes, compound eyes, armor, power armor, black bodysuit, armor, rider belt, tokusatsu, tanuki, ninja, tokusatsu, ninja, gears",4,69,phrase
"kamen rider v3, kamen rider, 1boy, green eyes, armor, scarf, gloves, belt, antennae",4,90,phrase
"kamen rider valen (chocodon form), kamen_rider, 1girl",4,16,phrase
"kamen rider vice, kamen rider, 1boy, demon boy, demon, monster, sharp teeth, dinosaur tail, blue eyes, glowing eyes, purple eyes, armor, pink armor, armor, black armor, animal hood, tyrannosaurus rex, dinosaur, tokusatsu, tokusatsu",4,173,phrase
"kamen rider wizard, kamen rider, 1boy, armor, mask, armor, belt, ring, tokusatsu, tailcoat",4,190,phrase
"kamen rider x, kamen rider, 1boy, red eyes, scarf, gloves, helmet, belt, antennae",4,59,phrase
"kamen rider zero-one, kamen rider, 1boy, red eyes, glowing eyes, armor, power armor, armor, helmet, rider belt, belt, tokusatsu, grasshopper, antennae, tokusatsu, driver (kamen rider)",4,145,phrase
"kamen rider zero-two, kamen rider, 1boy, red eyes, glowing eyes, armor, power armor, armor, power armor, helmet, rider belt, tokusatsu, antennae, tokusatsu",4,48,phrase
"kamen rider zeztz (physicam impact), kamen_rider, 1girl",4,39,phrase
"kamen rider zi-o, kamen rider, 1boy, pink eyes, armor, black bodysuit, shoulder armor, pink gloves, rider belt, belt, tokusatsu, tokusatsu",4,121,phrase
"kamen rider zo, kamen rider",4,30,phrase
"kamen rider zx, kamen rider, 1boy, green eyes, armor, gloves, mask, belt, antennae",4,46,phrase
"kamiazuma touka, touka gettan",4,36,phrase
"kamigishi akari, to heart, 1girl, red eyes, red hair, short hair, serafuku, serafuku, yellow bow",4,202,phrase
"kamigoori marimo, assault lily, 1girl, hand up, green eyes, very long hair, brown hair, twintails, sidelocks, diagonal bangs, blunt bangs, hair flower, medium breasts, school uniform, frilled shirt collar, school uniform, high-waist skirt, white shirt, suspender skirt, white thighhighs, frilled shirt, brown skirt, puffy short sleeves, neck ribbon, suspenders slip, buttons, garter straps",4,32,phrase
"kamigori ubu, virgin_punk, 1girl",4,11,phrase
"kamihira mao, original, 1girl, purple eyes, hair between eyes, brown hair, short hair, large breasts, cleavage, collarbone",4,145,phrase
"kamiigusa misaki, sakura-sou no pet na kanojo",4,31,phrase
"kamiizumi yasuna, kashimashi",4,87,phrase
"kamijo haruna, idolmaster, 1girl, brown eyes, glasses, pink-framed eyewear, black hair, short hair, brown hair, medium breasts",4,255,phrase
"kamijo rui, girlfriend_(kari), 1girl, solo, long_hair, green_eyes, black_hair, character_name, card_(medium), shirt, white_shirt, thighs, shirttail, sleeves_past_wrists, brown_hair, flower, ponytail, swimsuit",4,23,phrase
"kamijou kyousuke, mahou shoujo madoka magica",4,433,phrase
"kamijou touma, toaru majutsu no index, 1boy, black hair, spiked hair, short hair, a certain high school uniform, a certain high school uniform",4,2577,phrase
"kamikawa tamaki, original, 1girl, blue eyes, hair between eyes, long hair, black hair, medium breasts, ass, gym uniform, white shirt",4,42,phrase
"kamikaze (azur lane), azur lane, 1girl, fox ears, fox tail, animal ears, red eyes, orange eyes, grey hair, streaked hair, long hair, very long hair, red hair, hair ribbon, white socks, wide sleeves, long sleeves, ribbon-trimmed sleeves",4,58,phrase
"kamikaze (kancolle), kantai collection, 1girl, purple eyes, long hair, purple hair, hair bow, meiji schoolgirl uniform, red kimono, meiji schoolgirl uniform, hakama skirt, red kimono, yellow bow, pink hakama, pink hakama",4,2223,phrase
"kamiki hikaru, oshi no ko, 1boy, hair between eyes, blue eyes, star-shaped pupils, short hair, blonde hair, black jacket, white shirt, long sleeves",4,85,phrase
"kamiki izumo, ao no exorcist, 1girl, red eyes, purple eyes, short eyebrows, purple hair, long hair, twintails, school uniform, school uniform, black thighhighs",4,137,phrase
"kamiki mikami, 22/7, 1girl, green eyes, long hair, pink hair, center-flap bangs, blunt bangs, long sleeves, single sidelock",4,277,phrase
"kamiki mirai, gundam, 1girl, green eyes, brown hair, long hair, large breasts",4,271,phrase
"kamiki sekai, gundam, 1boy, red eyes, red hair",4,137,phrase
"kamikita keiko, muteki choujin zambot 3, 1girl, blue eyes, blonde hair, long hair, ponytail, hair bow, ass, vest, boots, green footwear, helmet, gloves, pink bow, ascot",4,38,phrase
"kamikita komari, little busters!, 1girl, blue eyes, short hair, blonde hair, twintails, ahoge, hair ribbon, school uniform, little busters! school uniform, school uniform, little busters! school uniform, pink bow",4,1212,phrase
"kamiko kana, indie virtual youtuber, 1girl, fox girl, fox ears, fox tail, animal ear fluff, fang, yellow eyes, brown eyes, white hair, streaked hair, red hair, very long hair, long hair, ahoge, hair bell, hair ribbon, black thighhighs, long sleeves, off shoulder, bare shoulders, virtual youtuber, virtual youtuber, petite, jingle bell, neck bell",4,162,phrase
"kamikoshi sorawo, urasekai picnic, 1girl, heterochromia, blue eyes, brown eyes, glasses, short hair, black hair",4,220,phrase
"kamila (ghost trick), ghost trick",4,37,phrase
"kamille bidan, gundam, 1boy, blue eyes, blue hair, short hair, pilot suit",4,618,phrase
"kamimura akiko, sisters ~natsu no saigo no hi~, 1girl, mature female, shiny skin, blue eyes, blonde hair, long hair, large breasts, huge breasts, navel, sweat, collarbone",4,76,phrase
"kamimura chika, sisters ~natsu no saigo no hi~, 1girl, shiny skin, blue eyes, aqua eyes, green eyes, blonde hair, short hair, brown hair, long hair, two side up, hair ornament, small breasts, medium breasts, perky breasts, navel, sweat, black thighhighs, no bra",4,78,phrase
"kamimura haruka, sisters ~natsu no saigo no hi~",4,63,phrase
"kamimura maika, taimanin (series), 1girl, shiny skin, rabbit ears, teeth, purple eyes, orange hair, very long hair, long hair, large breasts, huge breasts, cleavage, ass, navel, sweat, bare shoulders, playboy bunny",4,30,phrase
"kamina (ttgl), tengen toppa gurren lagann, 1boy, red eyes, triangular eyewear, blue hair, tattoo, bandages, cape, kamina shades, midriff sarashi",4,1424,phrase
"kaminaga kouko, akuma no riddle",4,40,phrase
"kaminagi ryouko, zegapain, 1girl, brown eyes, short hair, brown hair, school uniform, school uniform, sweater vest, maihama minami high school uniform, maihama minami high school uniform",4,116,phrase
"kaminari ai, yatterman, 1girl, green eyes, blonde hair, short hair, pink bodysuit, hat, mask, gloves",4,98,phrase
"kaminari clara, phase connect, 1girl, rabbit ears, fake animal ears, blue eyes, symbol-shaped pupils, long hair, blonde hair, streaked hair, blue hair, aqua hair, side ponytail, ponytail, hair ribbon, medium breasts, white leotard, virtual youtuber, virtual youtuber, playboy bunny, wrist cuffs, white wrist cuffs, arm garter, dice, lightning bolt-shaped pupils, black hat",4,38,phrase
"kaminari denki, boku no hero academia, 1boy, yellow eyes, blonde hair, short hair, streaked hair, spiked hair, black jacket, white shirt, long sleeves",4,454,phrase
"kaminari qpi, vspo!, 1girl, dark-skinned female, ear piercing, orange eyes, blonde hair, long hair, very long hair, x hair ornament, swept bangs, low twintails, hair ribbon, large breasts, medium breasts, cleavage, navel, collarbone, open jacket, long sleeves, bare shoulders, off shoulder, virtual youtuber, virtual youtuber, nail polish, black nails, orange nails, earrings, gyaru, gyaru",4,224,phrase
"kaminari ryuunosuke, bishoujo mangekyou",4,54,phrase
"kaminashi nozomi, keijo!!!!!!!!, 1girl, blue eyes, black hair, antenna hair, long hair, blue hair, very long hair, ponytail, hair ribbon, large breasts, medium breasts, ass, competition swimsuit",4,44,phrase
"kamine ayaka, tsurezure children",4,60,phrase
"kamineko, azumanga daioh",4,33,phrase
"kamino maihu, original, 1girl, hair between eyes, purple eyes, heart-shaped pupils, glasses, rectangular eyewear, long hair, black hair, low twintails, small breasts, black one-piece swimsuit, school swimsuit, swimsuit aside, octopus, slime (substance), spider web, stomach bulge",4,32,phrase
"kamino saori, gakkou de seishun!, 1girl, red eyes, brown eyes, black hair, long hair, side ponytail, hair bow, hair ribbon, large breasts, thighs, sweat, long sleeves, white bow, bare shoulders",4,55,phrase
"kaminogi haruka, noein, 1girl, red eyes, purple eyes, short hair, black hair, hair ribbon, flat chest",4,87,phrase
"kaminoi youko, semelparous",4,34,phrase
"kamio haruko, air (visual novel)",4,100,phrase
"kamio misuzu, air (visual novel), 1girl, blue eyes, blonde hair, very long hair, long hair, ponytail, hair ribbon, school uniform, school uniform",4,1605,phrase
"kamio reiji (yua), kantai collection",4,633,phrase
"kamio yuunosuke, original",4,36,phrase
"kamioka saki, original",4,87,phrase
"kamioka senri, original, 1girl, brown eyes, hair between eyes, blonde hair, short hair, medium breasts, small breasts, collarbone, pleated skirt, long sleeves, single mechanical arm, prosthetic arm, amputee",4,120,phrase
"kamisada himari, warui ga watashi wa yuri janai",4,43,phrase
"kamisaka haruhi, happiness!, 1girl, brown eyes, brown hair, short hair, braid, hair ribbon, hairclip, large breasts, lingerie, orange shirt, long sleeves",4,92,phrase
"kamisaki hikaru, medalist (manga), 1girl, floating hair, yellow eyes, long hair, black hair, ponytail",4,38,phrase
"kamisato ayaka, genshin impact, 1girl, blue eyes, mole under eye, long hair, light blue hair, blue hair, blunt bangs, ponytail, sidelocks, hair ornament, medium breasts, tress ribbon",4,6191,phrase
"kamisato ayaka (heytea), genshin impact, 1girl, blue eyes, mole under eye, long hair, white hair, light blue hair, very long hair, ponytail, blunt bangs, sidelocks, high ponytail, hair bow, medium breasts, serafuku, white shirt, serafuku, pleated skirt, blue skirt, long sleeves, white sailor collar, tress ribbon, school bag, blunt tresses, blue neckerchief",4,138,phrase
"kamisato ayaka (oneplus), genshin_impact, 1girl",4,13,phrase
"kamisato ayaka (springbloom missive), genshin impact, 1girl, blue eyes, mole under eye, official alternate hairstyle, light blue hair, butterfly hair ornament, blunt bangs, braid, hair flower, medium breasts, blue dress, brown headwear, multicolored dress, puffy long sleeves, white collar, blunt tresses",4,792,phrase
"kamisato ayato, genshin impact, 1boy, mole under mouth, hair between eyes, purple eyes, blue eyes, blue hair, medium hair, parted bangs, swept bangs, japanese clothes, black gloves, japanese clothes, white jacket, long sleeves, tassel, wide sleeves",4,1591,phrase
"kamishakujii renko, kujibiki unbalance, 1girl, cat ears, glasses, long sleeves",4,32,phrase
"kamishirasawa keine, touhou, 1girl, red eyes, long hair, blue hair, large breasts, hat",4,16201,phrase
"kamishirasawa keine (hakutaku), touhou, no humans, 1girl, tail, horns, horn ribbon, solid circle eyes, red eyes, long hair, green hair, sukusuku hakutaku",4,270,phrase
"kamishiro natsume, indie virtual youtuber, 1girl, fox girl, fox ears, animal ear fluff, extra ears, red eyes, purple hair, long hair, very long hair, large breasts, cleavage, bare shoulders, virtual youtuber, virtual youtuber, purple nails, kitsune",4,131,phrase
"kamishiro rin, maburaho, 1girl, purple eyes, blue eyes, purple hair, long hair, very long hair, long sleeves",4,77,phrase
"kamishiro rio, yu-gi-oh!, 1girl, red eyes, hair between eyes, purple eyes, blue hair, two-tone hair, long hair, flipped hair, dyed bangs, medium breasts, small breasts",4,66,phrase
"kamishiro rita, prism project, 1girl, green eyes, white hair, short hair, grey hair, medium breasts, mechanical halo, virtual youtuber, virtual youtuber",4,62,phrase
"kamishiro rize, tokyo ghoul, 1girl, red eyes, glasses, long hair, purple hair, black hair, large breasts, medium breasts",4,206,phrase
"kamishiro rui, project sekai, 1boy, yellow eyes, hair between eyes, streaked hair, short hair, purple hair, two-tone hair, blue hair, aqua hair, double-parted bangs, school uniform, collared shirt, white shirt, long sleeves",4,1164,phrase
"kamishiro ryouga, yu-gi-oh!",4,41,phrase
"kamishiro seren, original",4,162,phrase
"kamishiro sui, tokyo 7th sisters, 1girl, blue eyes, short hair, blue hair, medium breasts, cleavage",4,78,phrase
"kamiwazumi maya, fault!!",4,30,phrase
"kamiya agari, shakunetsu no takkyuu musume, 1girl, purple eyes, purple hair, long hair, very long hair, twintails, hair ribbon, ass, sweat, gym uniform, gym uniform, table tennis paddle, blue buruma",4,45,phrase
"kamiya hiroshi, sayonara zetsubou sensei, 1boy, red eyes, black hair, paradis military uniform",4,72,phrase
"kamiya kaoru, rurouni kenshin, 1girl, blue eyes, long hair, black hair, ponytail, sidelocks, hair ribbon, kimono",4,179,phrase
"kamiya midori, original, 1girl, green eyes, brown hair, long hair, ahoge, ponytail, large breasts, huge breasts, navel, sweat",4,253,phrase
"kamiya nao, idolmaster, 1girl, red eyes, thick eyebrows, brown hair, long hair, single hair bun, blunt bangs, medium breasts",4,1820,phrase
"kamiya shion, aikatsu! (series), 1girl, green eyes, short hair, black hair, brown hair, braid, crown braid, short sleeves",4,57,phrase
"kamiya yukihiro, idolmaster, 1boy, brown eyes, brown hair",4,58,phrase
